"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410326","10.3.1.3","18.2","","","","1"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410327","10.3.1.4","","F","","","0"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410328","10.3.1.5","","F","","","0"
"2021-07","Manitoba","2016A000246","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410329","10.3.1.6","","F","","","0"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410330","10.3.2.1","42.6","","","","1"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410331","10.3.2.2","35.5","","","","1"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410332","10.3.2.3","49.9","","","","1"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410333","10.3.2.4","225","","","","0"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410334","10.3.2.5","188","","","","0"
"2021-07","Manitoba","2016A000246","Women","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410335","10.3.2.6","263","","","","0"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410336","10.3.3.1","44.5","","","","1"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410337","10.3.3.2","37.2","","","","1"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410338","10.3.3.3","51.9","","","","1"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410339","10.3.3.4","235","","","","0"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410340","10.3.3.5","197","","","","0"
"2021-07","Manitoba","2016A000246","Women","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410341","10.3.3.6","274","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410342","11.1.1.1","15.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410343","11.1.1.2","11.1","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410344","11.1.1.3","19.6","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410345","11.1.1.4","132","E","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410346","11.1.1.5","96","E","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410347","11.1.1.6","168","E","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410348","11.1.2.1","34.4","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410349","11.1.2.2","29.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410350","11.1.2.3","40.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410351","11.1.2.4","302","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410352","11.1.2.5","255","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410353","11.1.2.6","350","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410354","11.1.3.1","50.6","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410355","11.1.3.2","45.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410356","11.1.3.3","56.3","","","","1"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410357","11.1.3.4","446","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410358","11.1.3.5","397","","","","0"
"2021-07","Saskatchewan","2016A000247","Total, all persons","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410359","11.1.3.6","495","","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410360","11.2.1.1","19.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410361","11.2.1.2","13.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410362","11.2.1.3","26.3","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410363","11.2.1.4","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410364","11.2.1.5","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410365","11.2.1.6","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410366","11.2.2.1","32.3","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410367","11.2.2.2","24.7","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410368","11.2.2.3","40.7","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410369","11.2.2.4","143","E","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410370","11.2.2.5","108","E","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Sometimes feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410371","11.2.2.6","178","E","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","Percentage of persons","Percent","239","units","0","v1331410372","11.2.3.1","48.7","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410373","11.2.3.2","40.6","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410374","11.2.3.3","56.8","","","","1"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","Number of persons","Number","223","thousands","3","v1331410375","11.2.3.4","216","","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410376","11.2.3.5","181","","","","0"
"2021-07","Saskatchewan","2016A000247","Men","Rarely or never feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410377","11.2.3.6","250","","","","0"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","Percentage of persons","Percent","239","units","0","v1331410378","11.3.1.1","11.0","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410379","11.3.1.2","6.8","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410380","11.3.1.3","16.6","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","Number of persons","Number","223","thousands","3","v1331410381","11.3.1.4","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","Low 95% confidence interval, number of persons","Number","223","thousands","3","v1331410382","11.3.1.5","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Women","Always or often feels lonely","High 95% confidence interval, number of persons","Number","223","thousands","3","v1331410383","11.3.1.6","","F","","","0"
"2021-07","Saskatchewan","2016A000247","Women","Sometimes feels lonely","Percentage of persons","Percent","239","units","0","v1331410384","11.3.2.1","36.4","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Sometimes feels lonely","Low 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410385","11.3.2.2","29.1","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Sometimes feels lonely","High 95% confidence interval, percentage of persons","Percent","239","units","0","v1331410386","11.3.2.3","44.2","","","","1"
"2021-07","Saskatchewan","2016A000247","Women","Sometimes feels lonely","Number of persons","Number","223","thousands","3","v1331410387","11.3.2.4","159","E","","","0"
